model	language	task	perturbation	probing_location	dev_acc	test_acc
mBERT	Russian	gender_verb	mBERT-char	first	62.53731343283583	52.388059701492544
mBERT	Russian	gender_verb	mBERT-char	last	96.61691542288557	92.53731343283582
mBERT	Russian	gender_verb	mBERT-rand-char	first	35.124378109452735	33.43283582089553
mBERT	Russian	gender_verb	mBERT-rand-char	last	76.51741293532339	71.044776119403
mBERT	Russian	gender_verb	mBERT-rand-subw	first	35.621890547263675	30.845771144278608
mBERT	Russian	gender_verb	mBERT-rand-subw	last	85.32338308457713	82.13930348258707
mBERT	Russian	mood_verb		first	88.85	89.65
mBERT	Russian	mood_verb		last	94.05	97.45
mBERT	Russian	mood_verb	mBERT-char	first	77.8	79.35
mBERT	Russian	mood_verb	mBERT-char	last	91.7	93.6
mBERT	Russian	mood_verb	mBERT-rand-char	first	69.2	62.2
mBERT	Russian	mood_verb	mBERT-rand-char	last	83.9	79.2
mBERT	Russian	mood_verb	mBERT-rand-subw	first	67.2	57.1
mBERT	Russian	mood_verb	mBERT-rand-subw	last	81.25	78.75
mBERT	Russian	number_adj		first	95.0	95.45
mBERT	Russian	number_adj		last	99.95	98.0
mBERT	Russian	number_adj	mBERT-char	first	86.95	83.2
mBERT	Russian	number_adj	mBERT-char	last	98.8	96.15
mBERT	Russian	number_adj	mBERT-rand-char	first	56.6	53.0
mBERT	Russian	number_adj	mBERT-rand-char	last	93.65	88.7
mBERT	Russian	number_adj	mBERT-rand-subw	first	55.8	50.8
mBERT	Russian	number_adj	mBERT-rand-subw	last	91.9	89.5
mBERT	Russian	number_noun		first	93.85	93.45
mBERT	Russian	number_noun		last	98.55	95.1
mBERT	Russian	number_noun	mBERT-char	first	77.0	69.45
mBERT	Russian	number_noun	mBERT-char	last	92.05	91.35
mBERT	Russian	number_noun	mBERT-rand-char	first	49.85	47.4
mBERT	Russian	number_noun	mBERT-rand-char	last	83.85	84.45
mBERT	Russian	number_noun	mBERT-rand-subw	first	59.5	50.15
mBERT	Russian	number_noun	mBERT-rand-subw	last	77.4	77.1
mBERT	Russian	number_verb		first	91.2	90.9
mBERT	Russian	number_verb		last	99.15	98.1
mBERT	Russian	number_verb	mBERT-char	first	69.95	64.6
mBERT	Russian	number_verb	mBERT-char	last	90.1	91.85
mBERT	Russian	number_verb	mBERT-rand-char	first	54.5	50.95
mBERT	Russian	number_verb	mBERT-rand-char	last	80.5	77.4
mBERT	Russian	number_verb	mBERT-rand-subw	first	60.15	48.05
mBERT	Russian	number_verb	mBERT-rand-subw	last	86.2	84.45
mBERT	Russian	person_verb		first	86.56716417910448	80.49751243781094
mBERT	Russian	person_verb		last	98.45771144278605	99.00497512437812
mBERT	Russian	person_verb	mBERT-char	first	81.54228855721394	74.82587064676618
mBERT	Russian	person_verb	mBERT-char	last	97.46268656716417	97.06467661691542
mBERT	Russian	person_verb	mBERT-rand-char	first	50.9452736318408	46.46766169154229
mBERT	Russian	person_verb	mBERT-rand-char	last	86.86567164179104	90.79601990049753
mBERT	Russian	person_verb	mBERT-rand-subw	first	48.60696517412936	42.7363184079602
mBERT	Russian	person_verb	mBERT-rand-subw	last	88.25870646766168	90.0995024875622
mBERT	Russian	tense_verb		first	81.34328358208954	76.46766169154229
mBERT	Russian	tense_verb		last	90.94527363184079	90.69651741293532
mBERT	Russian	tense_verb	mBERT-char	first	65.82089552238806	59.9502487562189
mBERT	Russian	tense_verb	mBERT-char	last	83.48258706467662	79.75124378109453
mBERT	Russian	tense_verb	mBERT-rand-char	first	41.492537313432834	36.96517412935324
mBERT	Russian	tense_verb	mBERT-rand-char	last	60.0995024875622	52.63681592039801
mBERT	Russian	tense_verb	mBERT-rand-subw	first	37.512437810945265	36.517412935323385
mBERT	Russian	tense_verb	mBERT-rand-subw	last	75.32338308457712	74.07960199004974
mBERT	Russian	verbform_verb		first	95.5	89.25
mBERT	Russian	verbform_verb		last	99.5	98.25
mBERT	Russian	verbform_verb	mBERT-char	first	66.25	59.8
mBERT	Russian	verbform_verb	mBERT-char	last	94.45	94.95
mBERT	Russian	verbform_verb	mBERT-rand-char	first	30.85	25.25
mBERT	Russian	verbform_verb	mBERT-rand-char	last	68.75	67.65
mBERT	Russian	verbform_verb	mBERT-rand-subw	first	36.0	28.3
mBERT	Russian	verbform_verb	mBERT-rand-subw	last	83.8	79.0
mBERT	Russian	voice_verb		first	89.05472636815918	79.15422885572139
mBERT	Russian	voice_verb		last	96.06965174129354	91.7412935323383
mBERT	Russian	voice_verb	mBERT-char	first	62.686567164179095	62.18905472636815
mBERT	Russian	voice_verb	mBERT-char	last	94.17910447761196	92.83582089552239
mBERT	Russian	voice_verb	mBERT-rand-char	first	39.253731343283576	40.44776119402985
mBERT	Russian	voice_verb	mBERT-rand-char	last	72.08955223880596	72.93532338308458
mBERT	Russian	voice_verb	mBERT-rand-subw	first	39.253731343283576	36.46766169154229
mBERT	Russian	voice_verb	mBERT-rand-subw	last	87.2139303482587	79.80099502487562
mBERT	Serbian	case_noun		first	72.75862068965519	73.7313432835821
mBERT	Serbian	case_noun		last	93.30049261083745	92.38805970149254
mBERT	Serbian	case_noun	mBERT-char	first	57.93103448275862	54.626865671641795
mBERT	Serbian	case_noun	mBERT-char	last	74.13793103448275	73.08457711442786
mBERT	Serbian	case_noun	mBERT-rand-char	first	27.24137931034482	21.990049751243777
mBERT	Serbian	case_noun	mBERT-rand-char	last	55.91133004926108	53.830845771144276
mBERT	Serbian	case_noun	mBERT-rand-subw	first	25.320197044334975	21.14427860696517
mBERT	Serbian	case_noun	mBERT-rand-subw	last	55.763546798029566	46.51741293532338
mBERT	Serbian	gender_adj		first	66.96517412935323	62.68656716417911
mBERT	Serbian	gender_adj		last	86.81592039800995	84.12935323383084
mBERT	Serbian	gender_adj	mBERT-char	first	42.28855721393035	34.328358208955216
mBERT	Serbian	gender_adj	mBERT-char	last	73.33333333333334	72.28855721393036
mBERT	Serbian	gender_adj	mBERT-rand-char	first	39.850746268656714	31.343283582089548
mBERT	Serbian	gender_adj	mBERT-rand-char	last	72.68656716417911	70.69651741293532
mBERT	Serbian	gender_adj	mBERT-rand-subw	first	41.34328358208955	33.03482587064676
mBERT	Serbian	gender_adj	mBERT-rand-subw	last	65.22388059701493	58.855721393034834
mBERT	Serbian	gender_noun		first	80.0995024875622	80.49751243781094
mBERT	Serbian	gender_noun		last	86.66666666666666	89.35323383084577
mBERT	Serbian	gender_noun	mBERT-char	first	53.53233830845771	49.800995024875625
mBERT	Serbian	gender_noun	mBERT-char	last	75.07462686567165	71.59203980099502
mBERT	Serbian	gender_noun	mBERT-rand-char	first	43.48258706467661	43.383084577114424
mBERT	Serbian	gender_noun	mBERT-rand-char	last	53.68159203980099	48.60696517412935
mBERT	Serbian	gender_noun	mBERT-rand-subw	first	43.03482587064676	39.65174129353234
mBERT	Serbian	gender_noun	mBERT-rand-subw	last	65.97014925373135	52.08955223880597
mBERT	Serbian	number_adj		first	87.3	84.85
mBERT	Serbian	number_adj		last	97.3	97.05
mBERT	Serbian	number_adj	mBERT-char	first	81.15	76.8
mBERT	Serbian	number_adj	mBERT-char	last	90.15	90.0
mBERT	Serbian	number_adj	mBERT-rand-char	first	57.7	47.3
mBERT	Serbian	number_adj	mBERT-rand-char	last	78.45	83.45
mBERT	Serbian	number_adj	mBERT-rand-subw	first	57.499999999999986	52.7
mBERT	Serbian	number_adj	mBERT-rand-subw	last	77.35	83.95
mBERT	Serbian	number_noun		first	91.75	90.6
mBERT	Serbian	number_noun		last	96.5	94.8
mBERT	Serbian	number_noun	mBERT-char	first	70.3	61.2
mBERT	Serbian	number_noun	mBERT-char	last	86.6	86.85
mBERT	Serbian	number_noun	mBERT-rand-char	first	61.5	54.15
mBERT	Serbian	number_noun	mBERT-rand-char	last	73.2	73.7
mBERT	Serbian	number_noun	mBERT-rand-subw	first	55.2	51.45
mBERT	Serbian	number_noun	mBERT-rand-subw	last	73.75	75.6
mBERT	Serbian	number_verb		first	90.8	83.95
mBERT	Serbian	number_verb		last	98.25	96.1
mBERT	Serbian	number_verb	mBERT-char	first	73.05	62.45
mBERT	Serbian	number_verb	mBERT-char	last	93.75	92.4
mBERT	Serbian	number_verb	mBERT-rand-char	first	58.25	49.8
mBERT	Serbian	number_verb	mBERT-rand-char	last	76.7	73.6
mBERT	Serbian	number_verb	mBERT-rand-subw	first	55.05	48.0
mBERT	Serbian	number_verb	mBERT-rand-subw	last	87.25	86.0
mBERT	Slovak	animacy_adj		first	82.8	89.1
mBERT	Slovak	animacy_adj		last	96.15	95.65
mBERT	Slovak	animacy_adj	mBERT-char	first	54.0	53.05
mBERT	Slovak	animacy_adj	mBERT-char	last	66.75	68.4
mBERT	Slovak	animacy_adj	mBERT-rand-char	first	50.6	50.0
mBERT	Slovak	animacy_adj	mBERT-rand-char	last	56.85	60.7
mBERT	Slovak	animacy_adj	mBERT-rand-subw	first	53.1	52.25
mBERT	Slovak	animacy_adj	mBERT-rand-subw	last	57.75	56.85
mBERT	Slovak	animacy_noun		first	94.85	91.85
mBERT	Slovak	animacy_noun		last	97.2	95.55
mBERT	Slovak	animacy_noun	mBERT-char	first	77.4	70.35
mBERT	Slovak	animacy_noun	mBERT-char	last	81.35	85.75
mBERT	Slovak	animacy_noun	mBERT-rand-char	first	63.5	53.6
mBERT	Slovak	animacy_noun	mBERT-rand-char	last	76.25	76.1
mBERT	Slovak	animacy_noun	mBERT-rand-subw	first	59.65	59.7
mBERT	Slovak	animacy_noun	mBERT-rand-subw	last	68.95	69.3
mBERT	Slovak	aspect_verb		first	80.3	78.5
mBERT	Slovak	aspect_verb		last	88.5	87.45
mBERT	Slovak	aspect_verb	mBERT-char	first	69.1	60.95
mBERT	Slovak	aspect_verb	mBERT-char	last	75.05	78.2
mBERT	Slovak	aspect_verb	mBERT-rand-char	first	66.45	57.65
mBERT	Slovak	aspect_verb	mBERT-rand-char	last	61.6	58.95
mBERT	Slovak	aspect_verb	mBERT-rand-subw	first	59.2	58.25
mBERT	Slovak	aspect_verb	mBERT-rand-subw	last	72.7	67.85
mBERT	Slovak	case_noun		first	73.52941176470588	71.61764705882352
mBERT	Slovak	case_noun		last	94.6078431372549	94.6078431372549
mBERT	Slovak	case_noun	mBERT-char	first	54.31372549019609	52.8921568627451
mBERT	Slovak	case_noun	mBERT-char	last	70.88235294117646	74.41176470588235
mBERT	Slovak	case_noun	mBERT-rand-char	first	29.70588235294117	22.107843137254896
mBERT	Slovak	case_noun	mBERT-rand-char	last	52.64705882352943	49.6078431372549
mBERT	Slovak	case_noun	mBERT-rand-subw	first	25.392156862745093	25.19607843137255
mBERT	Slovak	case_noun	mBERT-rand-subw	last	54.11764705882352	55.0
mBERT	Slovak	gender_adj		first	58.45771144278607	55.57213930348259
mBERT	Slovak	gender_adj		last	83.83084577114428	78.80597014925372
mBERT	Slovak	gender_adj	mBERT-char	first	42.63681592039801	47.61194029850746
mBERT	Slovak	gender_adj	mBERT-char	last	74.02985074626865	74.32835820895522
mBERT	Slovak	gender_adj	mBERT-rand-char	first	36.06965174129353	32.437810945273625
mBERT	Slovak	gender_adj	mBERT-rand-char	last	73.18407960199005	74.72636815920399
mBERT	Slovak	gender_adj	mBERT-rand-subw	first	37.2139303482587	31.940298507462682
mBERT	Slovak	gender_adj	mBERT-rand-subw	last	66.46766169154228	59.502487562189046
mBERT	Slovak	gender_noun		first	78.65671641791045	75.42288557213931
mBERT	Slovak	gender_noun		last	92.23880597014926	90.39800995024875
mBERT	Slovak	gender_noun	mBERT-char	first	56.119402985074636	52.48756218905472
mBERT	Slovak	gender_noun	mBERT-char	last	77.86069651741293	75.72139303482587
mBERT	Slovak	gender_noun	mBERT-rand-char	first	40.44776119402985	38.00995024875621
mBERT	Slovak	gender_noun	mBERT-rand-char	last	62.288557213930346	56.318407960198996
mBERT	Slovak	gender_noun	mBERT-rand-subw	first	36.96517412935323	32.23880597014925
mBERT	Slovak	gender_noun	mBERT-rand-subw	last	63.5323383084577	59.90049751243781
mBERT	Slovak	gender_verb		first	74.07960199004972	70.4
mBERT	Slovak	gender_verb		last	90.59701492537314	86.45
mBERT	Slovak	gender_verb	mBERT-char	first	64.97512437810944	62.45
mBERT	Slovak	gender_verb	mBERT-char	last	88.70646766169155	85.35
mBERT	Slovak	gender_verb	mBERT-rand-char	first	42.03980099502487	35.7
mBERT	Slovak	gender_verb	mBERT-rand-char	last	88.90547263681592	83.3
mBERT	Slovak	gender_verb	mBERT-rand-subw	first	42.13930348258706	39.15
mBERT	Slovak	gender_verb	mBERT-rand-subw	last	83.38308457711443	80.25
mBERT	Slovak	number_adj		first	91.35	85.85
mBERT	Slovak	number_adj		last	99.5	98.3
mBERT	Slovak	number_adj	mBERT-char	first	72.35	72.35
mBERT	Slovak	number_adj	mBERT-char	last	92.2	92.85
mBERT	Slovak	number_adj	mBERT-rand-char	first	54.65	53.05
mBERT	Slovak	number_adj	mBERT-rand-char	last	91.85	93.4
mBERT	Slovak	number_adj	mBERT-rand-subw	first	53.35	49.5
mBERT	Slovak	number_adj	mBERT-rand-subw	last	84.1	84.35
mBERT	Slovak	number_noun		first	90.8	92.55
mBERT	Slovak	number_noun		last	96.6	97.0
mBERT	Slovak	number_noun	mBERT-char	first	73.5	73.9
mBERT	Slovak	number_noun	mBERT-char	last	82.45	85.45
mBERT	Slovak	number_noun	mBERT-rand-char	first	57.4	51.8
mBERT	Slovak	number_noun	mBERT-rand-char	last	76.45	80.6
mBERT	Slovak	number_noun	mBERT-rand-subw	first	56.85	50.8
mBERT	Slovak	number_noun	mBERT-rand-subw	last	74.1	76.65
mBERT	Slovak	number_verb		first	90.25	86.95
mBERT	Slovak	number_verb		last	99.75	98.65
mBERT	Slovak	number_verb	mBERT-char	first	72.75	73.2
mBERT	Slovak	number_verb	mBERT-char	last	99.3	99.0
mBERT	Slovak	number_verb	mBERT-rand-char	first	56.55	52.4
mBERT	Slovak	number_verb	mBERT-rand-char	last	92.6	90.65
mBERT	Slovak	number_verb	mBERT-rand-subw	first	57.55	52.15
mBERT	Slovak	number_verb	mBERT-rand-subw	last	91.8	95.0
mBERT	Slovak	tense_verb		first	94.4	94.75
mBERT	Slovak	tense_verb		last	99.5	100.0
mBERT	Slovak	tense_verb	mBERT-char	first	80.5	83.35
mBERT	Slovak	tense_verb	mBERT-char	last	99.0	99.4
mBERT	Slovak	tense_verb	mBERT-rand-char	first	61.8	54.75
mBERT	Slovak	tense_verb	mBERT-rand-char	last	87.5	90.05
mBERT	Slovak	tense_verb	mBERT-rand-subw	first	53.4	49.95
mBERT	Slovak	tense_verb	mBERT-rand-subw	last	90.85	86.7
mBERT	Slovak	verbform_verb		first	91.64179104477613	95.3
mBERT	Slovak	verbform_verb		last	99.05472636815921	100.0
mBERT	Slovak	verbform_verb	mBERT-char	first	83.88059701492537	82.0
mBERT	Slovak	verbform_verb	mBERT-char	last	99.50248756218907	99.9
mBERT	Slovak	verbform_verb	mBERT-rand-char	first	45.22388059701492	43.55
mBERT	Slovak	verbform_verb	mBERT-rand-char	last	90.0497512437811	90.2
mBERT	Slovak	verbform_verb	mBERT-rand-subw	first	36.26865671641791	33.15
mBERT	Slovak	verbform_verb	mBERT-rand-subw	last	89.60199004975124	89.6
mBERT	Slovenian	aspect_verb		first	82.05	76.8
mBERT	Slovenian	aspect_verb		last	84.05	82.9
mBERT	Slovenian	aspect_verb	mBERT-char	first	67.95	65.1
mBERT	Slovenian	aspect_verb	mBERT-char	last	70.6	69.9
mBERT	Slovenian	aspect_verb	mBERT-rand-char	first	63.15	57.85
mBERT	Slovenian	aspect_verb	mBERT-rand-char	last	54.65	55.1
mBERT	Slovenian	aspect_verb	mBERT-rand-subw	first	68.25	62.05
mBERT	Slovenian	aspect_verb	mBERT-rand-subw	last	62.55	56.8
mBERT	Slovenian	case_adj		first	68.00995024875621	66.3681592039801
mBERT	Slovenian	case_adj		last	95.02487562189054	92.93532338308458
mBERT	Slovenian	case_adj	mBERT-char	first	59.60199004975124	57.56218905472637
mBERT	Slovenian	case_adj	mBERT-char	last	81.7412935323383	81.14427860696517
mBERT	Slovenian	case_adj	mBERT-rand-char	first	26.417910447761194	22.736318407960194
mBERT	Slovenian	case_adj	mBERT-rand-char	last	48.557213930348254	50.049751243781095
mBERT	Slovenian	case_adj	mBERT-rand-subw	first	27.611940298507456	22.23880597014925
mBERT	Slovenian	case_adj	mBERT-rand-subw	last	57.16417910447761	60.54726368159204
mBERT	Slovenian	case_noun		first	68.23529411764706	71.0294117647059
mBERT	Slovenian	case_noun		last	90.34313725490199	93.18627450980392
mBERT	Slovenian	case_noun	mBERT-char	first	49.6078431372549	49.509803921568626
mBERT	Slovenian	case_noun	mBERT-char	last	68.82352941176471	65.49019607843138
mBERT	Slovenian	case_noun	mBERT-rand-char	first	25.245098039215684	22.15686274509803
mBERT	Slovenian	case_noun	mBERT-rand-char	last	51.32352941176471	48.13725490196078
mBERT	Slovenian	case_noun	mBERT-rand-subw	first	21.813725490196074	18.431372549019606
mBERT	Slovenian	case_noun	mBERT-rand-subw	last	47.5	45.39215686274509
mBERT	Slovenian	gender_adj		first	56.4179104477612	52.28855721393036
mBERT	Slovenian	gender_adj		last	83.13432835820896	79.25373134328359
mBERT	Slovenian	gender_adj	mBERT-char	first	43.5820895522388	37.31343283582089
mBERT	Slovenian	gender_adj	mBERT-char	last	65.27363184079601	67.96019900497512
mBERT	Slovenian	gender_adj	mBERT-rand-char	first	39.55223880597015	32.23880597014925
mBERT	Slovenian	gender_adj	mBERT-rand-char	last	58.208955223880594	55.72139303482587
mBERT	Slovenian	gender_adj	mBERT-rand-subw	first	37.41293532338308	32.7363184079602
mBERT	Slovenian	gender_adj	mBERT-rand-subw	last	58.40796019900497	51.49253731343284
mBERT	Slovenian	gender_noun		first	77.363184079602	69.30348258706468
mBERT	Slovenian	gender_noun		last	90.84577114427861	83.13432835820895
mBERT	Slovenian	gender_noun	mBERT-char	first	51.94029850746269	40.29850746268657
mBERT	Slovenian	gender_noun	mBERT-char	last	77.2636815920398	69.1044776119403
mBERT	Slovenian	gender_noun	mBERT-rand-char	first	36.865671641791046	35.024875621890544
mBERT	Slovenian	gender_noun	mBERT-rand-char	last	57.86069651741294	50.64676616915423
mBERT	Slovenian	gender_noun	mBERT-rand-subw	first	48.059701492537314	36.36815920398009
mBERT	Slovenian	gender_noun	mBERT-rand-subw	last	70.0497512437811	60.24875621890546
mBERT	Slovenian	number_adj		first	89.35	89.1
mBERT	Slovenian	number_adj		last	99.45	96.45
mBERT	Slovenian	number_adj	mBERT-char	first	72.2	65.7
mBERT	Slovenian	number_adj	mBERT-char	last	90.4	82.5
mBERT	Slovenian	number_adj	mBERT-rand-char	first	53.9	51.5
mBERT	Slovenian	number_adj	mBERT-rand-char	last	85.6	80.8
mBERT	Slovenian	number_adj	mBERT-rand-subw	first	53.4	49.45
mBERT	Slovenian	number_adj	mBERT-rand-subw	last	83.4	80.45
mBERT	Slovenian	person_verb		first	81.5	74.97512437810946
mBERT	Slovenian	person_verb		last	99.5	94.92537313432838
mBERT	Slovenian	person_verb	mBERT-char	first	79.45	67.36318407960198
mBERT	Slovenian	person_verb	mBERT-char	last	98.5	95.5721393034826
mBERT	Slovenian	person_verb	mBERT-rand-char	first	49.4	38.25870646766168
mBERT	Slovenian	person_verb	mBERT-rand-char	last	71.2	70.74626865671641
mBERT	Slovenian	person_verb	mBERT-rand-subw	first	50.6	39.70149253731343
mBERT	Slovenian	person_verb	mBERT-rand-subw	last	94.2	88.80597014925372
mBERT	Slovenian	verbform_verb		first	90.9452736318408	90.9950248756219
mBERT	Slovenian	verbform_verb		last	100.0	98.75621890547265
mBERT	Slovenian	verbform_verb	mBERT-char	first	82.53731343283582	77.4129353233831
mBERT	Slovenian	verbform_verb	mBERT-char	last	99.50248756218907	97.56218905472636
mBERT	Slovenian	verbform_verb	mBERT-rand-char	first	39.50248756218905	31.19402985074627
mBERT	Slovenian	verbform_verb	mBERT-rand-char	last	75.97014925373135	74.87562189054727
mBERT	Slovenian	verbform_verb	mBERT-rand-subw	first	39.253731343283576	36.31840796019901
mBERT	Slovenian	verbform_verb	mBERT-rand-subw	last	91.044776119403	93.28358208955224
mBERT	Spanish	gender_adj		first	90.9	94.3
mBERT	Spanish	gender_adj		last	100.0	96.25
mBERT	Spanish	gender_adj	mBERT-char	first	84.9	77.45
mBERT	Spanish	gender_adj	mBERT-char	last	99.5	95.05
mBERT	Spanish	gender_adj	mBERT-rand-char	first	56.05	51.45
mBERT	Spanish	gender_adj	mBERT-rand-char	last	83.55	75.7
mBERT	Spanish	gender_adj	mBERT-rand-subw	first	54.6	52.1
mBERT	Spanish	gender_adj	mBERT-rand-subw	last	82.65	80.1
mBERT	Spanish	gender_noun		first	95.3	94.0
mBERT	Spanish	gender_noun		last	98.55	95.45
mBERT	Spanish	gender_noun	mBERT-char	first	81.0	76.0
mBERT	Spanish	gender_noun	mBERT-char	last	94.0	90.0
mBERT	Spanish	gender_noun	mBERT-rand-char	first	60.45	49.55
mBERT	Spanish	gender_noun	mBERT-rand-char	last	80.25	74.4
mBERT	Spanish	gender_noun	mBERT-rand-subw	first	54.65	51.05
mBERT	Spanish	gender_noun	mBERT-rand-subw	last	73.05	67.6
mBERT	Spanish	number_adj		first	97.1	96.0
mBERT	Spanish	number_adj		last	100.0	100.0
mBERT	Spanish	number_adj	mBERT-char	first	93.25	90.95
mBERT	Spanish	number_adj	mBERT-char	last	100.0	100.0
mBERT	Spanish	number_adj	mBERT-rand-char	first	55.9	54.35
mBERT	Spanish	number_adj	mBERT-rand-char	last	100.0	100.0
mBERT	Spanish	number_adj	mBERT-rand-subw	first	53.2	51.25
mBERT	Spanish	number_adj	mBERT-rand-subw	last	91.9	90.95
mBERT	Spanish	number_noun		first	98.25	96.85
mBERT	Spanish	number_noun		last	99.5	98.3
mBERT	Spanish	number_noun	mBERT-char	first	93.55	89.45
mBERT	Spanish	number_noun	mBERT-char	last	98.5	98.0
mBERT	Spanish	number_noun	mBERT-rand-char	first	58.5	55.25
mBERT	Spanish	number_noun	mBERT-rand-char	last	98.5	97.85
mBERT	Spanish	number_noun	mBERT-rand-subw	first	56.95	49.1
mBERT	Spanish	number_noun	mBERT-rand-subw	last	87.3	84.85
mBERT	Spanish	number_verb		first	94.65	94.95
mBERT	Spanish	number_verb		last	99.4	99.5
mBERT	Spanish	number_verb	mBERT-char	first	78.4	81.3
mBERT	Spanish	number_verb	mBERT-char	last	99.5	99.5
mBERT	Spanish	number_verb	mBERT-rand-char	first	54.5	49.95
mBERT	Spanish	number_verb	mBERT-rand-char	last	99.5	99.5
mBERT	Spanish	number_verb	mBERT-rand-subw	first	56.4	48.75
mBERT	Spanish	number_verb	mBERT-rand-subw	last	92.15	92.4
mBERT	Spanish	tense_verb		first	77.25	72.0
mBERT	Spanish	tense_verb		last	98.25	90.0
mBERT	Spanish	tense_verb	mBERT-char	first	56.9	50.95
mBERT	Spanish	tense_verb	mBERT-char	last	92.15	81.75
mBERT	Spanish	tense_verb	mBERT-rand-char	first	30.85	30.05
mBERT	Spanish	tense_verb	mBERT-rand-char	last	63.9	50.75
mBERT	Spanish	tense_verb	mBERT-rand-subw	first	33.85	27.05
mBERT	Spanish	tense_verb	mBERT-rand-subw	last	85.25	79.15
mBERT	Spanish	verbform_verb		first	88.0	87.4
mBERT	Spanish	verbform_verb		last	95.5	97.75
mBERT	Spanish	verbform_verb	mBERT-char	first	71.55	72.2
mBERT	Spanish	verbform_verb	mBERT-char	last	91.95	96.4
mBERT	Spanish	verbform_verb	mBERT-rand-char	first	30.5	26.75
mBERT	Spanish	verbform_verb	mBERT-rand-char	last	77.8	70.2
mBERT	Spanish	verbform_verb	mBERT-rand-subw	first	28.3	25.5
mBERT	Spanish	verbform_verb	mBERT-rand-subw	last	80.25	77.75
mBERT	Swedish	case_noun		first	92.75	86.4
mBERT	Swedish	case_noun		last	99.75	99.65
mBERT	Swedish	case_noun	mBERT-char	first	74.4	61.05
mBERT	Swedish	case_noun	mBERT-char	last	99.0	99.5
mBERT	Swedish	case_noun	mBERT-rand-char	first	63.85	50.0
mBERT	Swedish	case_noun	mBERT-rand-char	last	99.0	99.5
mBERT	Swedish	case_noun	mBERT-rand-subw	first	60.5	50.0
mBERT	Swedish	case_noun	mBERT-rand-subw	last	96.25	92.7
mBERT	Swedish	definite_adj		first	86.7	88.5
mBERT	Swedish	definite_adj		last	93.75	94.7
mBERT	Swedish	definite_adj	mBERT-char	first	73.85	76.9
mBERT	Swedish	definite_adj	mBERT-char	last	91.15	93.6
mBERT	Swedish	definite_adj	mBERT-rand-char	first	54.4	54.2
mBERT	Swedish	definite_adj	mBERT-rand-char	last	90.35	92.45
mBERT	Swedish	definite_adj	mBERT-rand-subw	first	54.95	53.4
mBERT	Swedish	definite_adj	mBERT-rand-subw	last	79.25	82.15
mBERT	Swedish	definite_noun		first	90.9	86.7
mBERT	Swedish	definite_noun		last	97.65	97.1
mBERT	Swedish	definite_noun	mBERT-char	first	71.2	68.05
mBERT	Swedish	definite_noun	mBERT-char	last	94.15	90.4
mBERT	Swedish	definite_noun	mBERT-rand-char	first	57.7	56.25
mBERT	Swedish	definite_noun	mBERT-rand-char	last	84.45	84.1
mBERT	Swedish	definite_noun	mBERT-rand-subw	first	57.5	54.25
mBERT	Swedish	definite_noun	mBERT-rand-subw	last	87.2	83.95
mBERT	Swedish	gender_noun		first	77.45	78.2
mBERT	Swedish	gender_noun		last	91.45	88.45
mBERT	Swedish	gender_noun	mBERT-char	first	56.0	55.05
mBERT	Swedish	gender_noun	mBERT-char	last	79.95	73.5
mBERT	Swedish	gender_noun	mBERT-rand-char	first	53.0	53.2
mBERT	Swedish	gender_noun	mBERT-rand-char	last	74.75	68.3
mBERT	Swedish	gender_noun	mBERT-rand-subw	first	54.55	50.9
mBERT	Swedish	gender_noun	mBERT-rand-subw	last	75.15	71.55
mBERT	Swedish	number_adj		first	85.85	89.65
mBERT	Swedish	number_adj		last	97.35	95.2
mBERT	Swedish	number_adj	mBERT-char	first	67.95	66.0
mBERT	Swedish	number_adj	mBERT-char	last	87.85	83.85
mBERT	Swedish	number_adj	mBERT-rand-char	first	53.5	52.4
mBERT	Swedish	number_adj	mBERT-rand-char	last	84.25	81.75
mBERT	Swedish	number_adj	mBERT-rand-subw	first	52.85	49.85
mBERT	Swedish	number_adj	mBERT-rand-subw	last	76.75	74.05
mBERT	Swedish	number_noun		first	87.8	88.0
mBERT	Swedish	number_noun		last	91.9	92.5
mBERT	Swedish	number_noun	mBERT-char	first	66.6	64.45
mBERT	Swedish	number_noun	mBERT-char	last	85.05	83.95
mBERT	Swedish	number_noun	mBERT-rand-char	first	58.4	49.65
mBERT	Swedish	number_noun	mBERT-rand-char	last	80.55	80.5
mBERT	Swedish	number_noun	mBERT-rand-subw	first	57.95	55.4
mBERT	Swedish	number_noun	mBERT-rand-subw	last	74.65	77.55
mBERT	Swedish	tense_verb		first	94.0	91.8
mBERT	Swedish	tense_verb		last	100.0	99.0
mBERT	Swedish	tense_verb	mBERT-char	first	77.8	74.4
mBERT	Swedish	tense_verb	mBERT-char	last	99.5	95.7
mBERT	Swedish	tense_verb	mBERT-rand-char	first	57.9	50.2
mBERT	Swedish	tense_verb	mBERT-rand-char	last	90.6	84.2
mBERT	Swedish	tense_verb	mBERT-rand-subw	first	50.55	46.65
mBERT	Swedish	tense_verb	mBERT-rand-subw	last	90.2	86.25
mBERT	Swedish	voice_verb		first	90.3	87.75
mBERT	Swedish	voice_verb		last	98.45	94.8
mBERT	Swedish	voice_verb	mBERT-char	first	73.05	69.65
mBERT	Swedish	voice_verb	mBERT-char	last	92.45	96.6
mBERT	Swedish	voice_verb	mBERT-rand-char	first	57.3	49.8
